county_name,state,total_fires,pct_silent,pct_evac,extreme_fires,svi_score,pop_age65,pop_disability,pop_poverty,pop_no_vehicle,svi_minority,svi_housing,svi_socioeconomic,svi_household,lat,lon
Collingsworth County,Texas,3,0.3333333333333333,0.0,0,0.8498,584,439,859,41,0.7725,0.4913,0.6793,0.9984,34.8586002,-100.2105159
Colorado County,Texas,1,0.0,0.0,0,0.7639,4584,2879,4442,416,0.8352,0.7951,0.6214,0.6586,29.825897,-96.430845
Columbia County,Oregon,50,0.74,0.0,0,0.2453,10241,8730,8440,886,0.4117,0.3096,0.2943,0.1823,45.899,-122.7973
Columbia County,Washington,73,0.6986301369863014,0.0,0,0.3576,1150,902,675,73,0.5005,0.1063,0.2549,0.9275,46.229383,-117.723633
Colusa County,California,74,0.8513513513513513,0.0,0,0.84,3299,2841,4883,340,0.9465,0.3315,0.8931,0.9026,38.804996778653766,-122.186053613985
Comanche County,Kansas,1,1.0,0.0,0,0.2577,488,323,274,32,0.0264,0.3344,0.125,0.8594,37.000537,-99.417451
Comanche County,Oklahoma,33,0.7575757575757576,0.030303030303030304,0,0.9211,15956,22493,29990,3684,0.8346,0.9345,0.8129,0.8899,34.745617,-98.550633
Comanche County,Texas,4,0.5,0.0,0,0.7267,3214,2579,2958,232,0.7038,0.301,0.7642,0.8772,31.755800922227937,-98.60515009684536
Conejos County,Colorado,27,0.8518518518518519,0.0,0,0.8377,1475,1389,2358,202,0.8931,0.608,0.8062,0.8311,36.874778,-106.513722
Contra Costa County,California,399,0.6967418546365914,0.002506265664160401,0,0.4785,190307,130100,155421,20801,0.917,0.5113,0.3223,0.4343,37.9811029,-121.7746838
Converse County,Wyoming,67,0.5223880597014925,0.0,0,0.2781,2397,2133,2459,256,0.3503,0.37,0.2778,0.3169,42.882182,-105.275008
Conway County,Arkansas,8,0.875,0.0,0,0.7461,4048,5056,6975,629,0.5218,0.427,0.6879,0.9634,35.573669,-92.812089
Cook County,Minnesota,19,1.0,0.0,0,0.084,1644,733,808,106,0.4378,0.2253,0.0503,0.1298,47.579867,-90.841703
Cooke County,Texas,1,1.0,0.0,0,0.6946,7928,5675,8333,772,0.6287,0.6214,0.5453,0.8486,33.3837,-97.0161
Coos County,Oregon,150,0.9133333333333333,0.0,0,0.7661,17391,14668,16767,1814,0.4636,0.8616,0.6796,0.6942,43.5778,-124.1861
Corson County,South Dakota,11,0.6363636363636364,0.0,0,0.7324,455,474,2037,114,0.9656,0.4709,0.8845,0.2832,45.756122,-101.038686
Costilla County,Colorado,22,0.9090909090909091,0.0,0,0.8727,981,928,1355,81,0.9462,0.2466,0.8511,0.9965,37.6608,-105.330667
Cottle County,Texas,3,0.0,0.0,0,0.6732,360,458,640,55,0.7843,0.1864,0.6828,0.9294,34.11452,-100.358348
Cottonwood County,Minnesota,3,1.0,0.0,0,0.4903,2608,1528,2603,259,0.4613,0.6102,0.1823,0.9004,44.009533,-95.239385
Cowley County,Kansas,2,0.5,0.5,0,0.7871,6400,6290,7707,806,0.5616,0.8164,0.5441,0.9411,37.17170246143296,-96.82448637723772
Cowlitz County,Washington,111,0.7747747747747747,0.0,0,0.7124,21291,20706,21624,2696,0.504,0.7426,0.5288,0.8514,46.16102,-122.8148
Crawford County,Arkansas,4,0.5,0.0,0,0.7531,10417,11415,16740,1096,0.5011,0.4944,0.6822,0.9532,35.7036,-94.3345
Crawford County,Missouri,3,0.3333333333333333,0.0,0,0.657,4671,4927,5936,563,0.1572,0.4773,0.9179,0.4104,37.8657,-91.10495
Creek County,Oklahoma,13,0.38461538461538464,0.07692307692307693,0,0.5205,13016,10772,15912,1262,0.6185,0.5714,0.4076,0.5358,35.927028,-96.500806
Crockett County,Texas,2,0.5,0.0,0,0.4098,694,364,445,0,0.9141,0.0913,0.3745,0.7305,30.803461,-101.428028
Crook County,Oregon,210,0.7904761904761904,0.047619047619047616,1,0.356,6169,4572,3777,379,0.3847,0.2529,0.3293,0.6551,44.4263,-121.0173
Crook County,Wyoming,74,0.7162162162162162,0.013513513513513514,0,0.0722,1570,833,773,42,0.1753,0.0767,0.0881,0.3678,44.305,-104.4846
Crow Wing County,Minnesota,54,0.7962962962962963,0.0,0,0.2087,15628,9934,11715,1351,0.1152,0.2984,0.2889,0.2393,46.4561933,-93.9158279
Crowley County,Colorado,1,0.0,0.0,0,0.86,834,946,1440,75,0.8571,0.8059,0.8823,0.5864,38.12763615552848,-104.10385781428904
Culberson County,Texas,1,1.0,0.0,0,0.8393,473,518,621,67,0.9917,0.5527,0.826,0.7986,31.894667,-104.827533
Curry County,New Mexico,1,1.0,0.0,0,0.9395,6185,7881,14710,793,0.8934,0.6042,0.9529,0.9555,34.3926711,-103.1806848
Curry County,Oregon,54,0.8148148148148148,0.0,2,0.6067,8058,5030,4888,490,0.4518,0.6519,0.5387,0.6516,42.4764,-124.2731
Custer County,Colorado,24,0.75,0.041666666666666664,1,0.1012,1449,690,1048,54,0.377,0.083,0.2905,0.0404,38.11525,-105.065444
Custer County,Idaho,61,0.7540983606557377,0.01639344262295082,1,0.3713,1459,1162,895,67,0.3166,0.3016,0.4556,0.434,44.5492,-113.8523
Custer County,Montana,78,0.5,0.0,0,0.3589,2447,2378,2257,218,0.3086,0.7989,0.196,0.2806,46.4063,-105.669
Custer County,Nebraska,2,0.0,0.0,0,0.1425,2340,1559,2280,203,0.1457,0.0684,0.1769,0.6233,41.52132289211846,-99.7094585906585
Custer County,Oklahoma,4,0.5,0.0,0,0.7607,3925,3493,7774,429,0.7089,0.7528,0.6332,0.756,35.601909,-98.723894
Custer County,South Dakota,65,0.8461538461538461,0.015384615384615385,0,0.2937,2678,1627,1522,27,0.3248,0.5679,0.315,0.1212,43.95817263340703,-103.4953044299178
Daggett County,Utah,41,0.7804878048780488,0.0,1,0.1849,118,75,88,11,0.182,0.5469,0.2199,0.0506,40.7979,-108.9242
Dakota County,Minnesota,2,1.0,0.0,0,0.1492,65838,43378,43698,7540,0.6013,0.2071,0.0601,0.4123,44.8349,-93.2431
Dallam County,Texas,1,0.0,0.0,0,0.6039,681,750,2088,80,0.8842,0.5313,0.6637,0.2568,36.328899190243405,-102.71529297618882
Dallas County,Arkansas,4,1.0,0.0,0,0.6885,1587,1709,1321,176,0.8603,0.9421,0.3366,0.6179,33.9726817,-92.3857555
Daniels County,Montana,10,0.2,0.0,0,0.1228,458,307,361,42,0.2692,0.1909,0.153,0.1759,48.429028,-105.6455
Davis County,Utah,16,0.75,0.0625,0,0.0678,38059,33087,39872,2741,0.4948,0.1069,0.0325,0.2822,41.074667,-111.891833
Davison County,South Dakota,1,1.0,0.0,0,0.3742,3989,2859,4387,647,0.2959,0.6977,0.3143,0.2409,43.87373,-97.93138
Dawes County,Nebraska,29,0.5517241379310345,0.0,0,0.3156,1566,1099,1623,123,0.4222,0.3713,0.2517,0.4992,42.683155,-102.984481
Dawson County,Montana,20,0.2,0.0,0,0.0764,1824,1429,1079,194,0.2294,0.441,0.0124,0.147,47.16194,-104.7059
Day County,South Dakota,4,1.0,0.0,0,0.1282,1430,725,1360,94,0.4222,0.1317,0.2249,0.111,45.473436,-97.255317
De Baca County,New Mexico,16,0.5,0.0,0,0.5043,358,231,450,41,0.9434,0.0897,0.7162,0.4232,34.44517,-104.4957
De Soto Parish,Louisiana,1,0.0,0.0,0,0.8101,4870,5283,8269,932,0.7929,0.5784,0.7397,0.8988,32.079038,-94.056821
Deaf Smith County,Texas,1,1.0,0.0,0,0.7245,2390,1506,5950,205,0.9793,0.3885,0.6615,0.8206,34.895881,-102.103892
Deer Lodge County,Montana,62,0.7741935483870968,0.0,0,0.6417,2354,2304,2839,402,0.3016,0.7073,0.6144,0.6656,46.1906,-113.1422
Del Norte County,California,107,0.8037383177570093,0.009345794392523364,1,0.9004,5261,4860,6351,698,0.7735,0.9927,0.7814,0.6395,41.3481620473475,-123.86265476873402
Delaware County,Oklahoma,41,0.5609756097560976,0.0,0,0.7878,10181,8859,12418,711,0.7474,0.5326,0.8326,0.7222,36.315278,-94.761389
Delta County,Colorado,49,0.7755102040816326,0.04081632653061224,1,0.581,8391,5848,7191,509,0.5383,0.3344,0.6312,0.7086,39.13131,-107.912929
Delta County,Texas,2,1.0,0.0,0,0.3665,1072,897,1228,70,0.5597,0.0818,0.5985,0.4101,33.283783,-95.627117
Dent County,Missouri,18,0.6111111111111112,0.0,0,0.6551,3135,3095,4222,328,0.1861,0.5374,0.7388,0.7569,37.631,-91.293
Denton County,Texas,4,1.0,0.0,0,0.3796,99654,79821,109339,10458,0.825,0.3357,0.3051,0.3684,33.243221,-97.152046
Denver County,Colorado,5,1.0,0.0,0,0.5603,85267,69637,126048,32094,0.8447,0.8486,0.546,0.057,39.612093,-105.015124
Deschutes County,Oregon,879,0.8475540386803185,0.013651877133105802,4,0.2634,40820,23737,32330,3439,0.4222,0.287,0.3662,0.1562,44.29052,-121.5796
Desha County,Arkansas,1,1.0,0.0,0,0.9749,2162,2288,4994,672,0.9007,0.7369,0.9173,0.999,33.982996951464784,-91.32983082912936
Deuel County,South Dakota,2,1.0,0.0,0,0.0213,941,582,653,38,0.1276,0.0191,0.0579,0.2151,44.897267,-96.710048
Dewey County,Oklahoma,7,0.42857142857142855,0.14285714285714285,0,0.3347,840,831,1105,39,0.5326,0.1982,0.4318,0.3649,36.30076178758486,-98.97847470554991
Dewey County,South Dakota,5,0.8,0.0,0,0.8263,505,471,2323,104,0.9825,0.8199,0.8915,0.2517,45.499611,-101.4971
Dickens County,Texas,1,0.0,0.0,0,0.7588,376,303,409,34,0.7938,0.1508,0.8431,0.9446,33.679323,-100.841248
Dickey County,North Dakota,2,1.0,0.0,0,0.146,954,580,862,31,0.3217,0.1922,0.1855,0.2036,45.907577,-98.144569
Dickinson County,Iowa,4,0.5,0.0,0,0.055,4774,2603,2312,324,0.1152,0.1505,0.0296,0.3395,43.40566131294253,-95.192278368441
Divide County,North Dakota,2,1.0,0.0,0,0.2768,529,233,389,42,0.413,0.5587,0.1858,0.2619,48.850911,-103.486968
Dolores County,Colorado,166,0.9156626506024096,0.006024096385542169,4,0.1858,832,187,446,59,0.5819,0.3439,0.0923,0.2673,37.7789,-108.7915
Donley County,Texas,5,0.4,0.2,0,0.3353,786,298,607,44,0.5711,0.4006,0.4957,0.0608,35.214667,-100.9695
Douglas County,Colorado,71,0.8591549295774648,0.014084507042253521,0,0.022,46602,27047,18351,2744,0.5383,0.064,0.0083,0.078,39.3305,-105.08775
Douglas County,Kansas,8,0.625,0.125,0,0.3602,15681,13572,26035,3249,0.574,0.7964,0.4738,0.007,38.97119288799556,-95.42827255694536
Douglas County,Minnesota,2,1.0,0.0,0,0.1174,9233,4600,5952,938,0.0675,0.3971,0.0614,0.2886,45.708333,-95.075167
Douglas County,Missouri,18,0.5555555555555556,0.0,0,0.5969,2936,2483,3520,207,0.1225,0.1448,0.8702,0.8196,36.794717,-92.686917
Douglas County,Nevada,90,0.8888888888888888,0.022222222222222223,1,0.2059,14970,7997,6743,528,0.5558,0.1231,0.2046,0.4448,38.96522615114759,-120.09491478711442
Douglas County,Oregon,342,0.8362573099415205,0.011695906432748537,6,0.6487,28899,23042,26921,2357,0.4165,0.6586,0.5969,0.7089,42.9238,-122.9498
Douglas County,South Dakota,1,1.0,0.0,0,0.3166,666,308,595,32,0.1225,0.5161,0.2873,0.4248,43.47,-98.451
Douglas County,Washington,97,0.6391752577319587,0.020618556701030927,3,0.8116,7709,7972,6675,695,0.7668,0.6939,0.4909,0.9911,47.71438897951052,-119.81270226580276
Douglas County,Wisconsin,7,1.0,0.0,0,0.2946,8555,6503,7733,1549,0.2692,0.6573,0.1654,0.3633,46.733383,-92.167483
Doña Ana County,New Mexico,9,0.7777777777777778,0.0,0,0.9873,35342,31829,75874,4670,0.9714,0.958,0.9688,0.9071,32.423167,-106.569333
Drew County,Arkansas,3,1.0,0.0,0,0.7668,3085,3226,5432,523,0.7245,0.9548,0.4028,0.8263,33.710506,-91.858172
Duchesne County,Utah,166,0.7771084337349398,0.0,0,0.5361,2440,2695,4632,301,0.4445,0.5167,0.5778,0.4629,40.2803,-109.9825
Dunn County,North Dakota,9,0.7777777777777778,0.0,0,0.4104,717,593,456,29,0.552,0.5927,0.2036,0.5819,47.555572,-102.663337
Duval County,Texas,3,0.0,0.0,0,0.9768,1578,1954,3043,296,0.9936,0.9045,0.8925,0.9841,27.743959593076468,-98.2345292088885
Eagle County,Colorado,118,0.9152542372881356,0.01694915254237288,1,0.3497,7593,3462,7358,809,0.7321,0.4445,0.4219,0.0719,39.6777,-106.3992
Eastland County,Texas,6,0.0,0.0,0,0.8616,3851,3370,4458,445,0.5679,0.8797,0.7467,0.9131,32.444083,-98.9742
Eddy County,New Mexico,95,0.6,0.0,0,0.6382,8908,9413,12690,1066,0.9017,0.5237,0.3888,0.8696,32.441622,-104.487368
Eddy County,North Dakota,4,0.75,0.0,0,0.4082,649,452,661,80,0.2733,0.7327,0.2078,0.5628,47.892222,-98.8975
Edmunds County,South Dakota,2,1.0,0.0,0,0.0258,860,492,679,14,0.0544,0.0385,0.0525,0.2167,45.55983,-99.03593
El Dorado County,California,335,0.8597014925373134,0.01791044776119403,0,0.1896,42605,23444,26019,2881,0.5994,0.2186,0.1836,0.2008,38.7850632,-120.4199189
El Paso County,Colorado,70,0.7857142857142857,0.02857142857142857,0,0.4604,97399,86690,114963,10013,0.7038,0.5052,0.4168,0.3153,39.08975,-104.8964
El Paso County,Texas,1,1.0,0.0,0,0.9825,108308,116288,270389,18949,0.992,0.8145,0.9898,0.9182,32.016014,-106.528694
Elbert County,Colorado,43,0.6976744186046512,0.046511627906976744,0,0.0006,4635,2129,2416,100,0.4445,0.001,0.0038,0.0127,39.715574,-104.222141
Elko County,Nevada,280,0.775,0.0,0,0.6185,6554,6736,10101,1083,0.741,0.7817,0.4057,0.5721,40.695222,-115.474639
Ellis County,Oklahoma,1,1.0,0.0,0,0.5323,890,770,843,73,0.4273,0.1413,0.671,0.8218,36.10049353099079,-99.8635984740073
Ellsworth County,Kansas,1,1.0,0.0,0,0.1731,1455,914,1112,92,0.4356,0.4572,0.1721,0.0563,38.76544107462274,-98.52638320712344
Elmore County,Idaho,161,0.4409937888198758,0.0,0,0.8155,4030,4145,7399,518,0.6538,0.6503,0.8804,0.6745,41.95179458,-116.15999772
Emery County,Utah,42,0.8571428571428571,0.0,0,0.2269,1755,1514,2158,93,0.2914,0.2008,0.1645,0.6729,38.9026,-111.2717
Erath County,Texas,2,0.0,0.0,0,0.7996,6055,5449,11141,664,0.6316,0.9198,0.9061,0.1454,32.356269,-98.248026
Esmeralda County,Nevada,7,0.8571428571428571,0.0,0,0.9077,257,225,312,132,0.7436,0.9567,0.8638,0.7028,38.1902,-116.828117
Eureka County,Nevada,70,0.8857142857142857,0.0,0,0.4254,406,306,414,34,0.4814,0.5692,0.147,0.8339,39.53304,-117.0256
Fall River County,South Dakota,24,0.5833333333333334,0.041666666666666664,0,0.6277,2222,1374,1949,183,0.4518,0.6545,0.6433,0.5192,43.32355,-104.069667
Fallon County,Montana,5,0.2,0.0,0,0.1508,570,380,516,84,0.1508,0.7938,0.035,0.1028,46.06296,-104.525
Falls County,Texas,1,0.0,0.0,0,0.972,3178,2830,5453,489,0.8734,0.992,0.9803,0.5132,31.355556,-97.079444
Fannin County,Texas,12,0.3333333333333333,0.0,0,0.643,6535,5054,7826,405,0.5759,0.6713,0.7047,0.3519,33.787899,-95.900726
Faribault County,Minnesota,1,1.0,0.0,0,0.1629,3182,1820,2905,309,0.328,0.1734,0.1661,0.3742,43.726098,-94.102233
Faulk County,South Dakota,2,1.0,0.0,0,0.3627,567,285,619,54,0.0264,0.7926,0.1801,0.5396,45.00576,-98.92449
Faulkner County,Arkansas,7,1.0,0.0,0,0.5326,16523,17310,30762,2283,0.5444,0.8266,0.4585,0.2071,34.96567649752072,-92.32640000000004
Fayette County,Texas,2,0.0,0.0,0,0.5234,6399,3777,4155,445,0.6685,0.6185,0.3471,0.5883,29.810567,-97.013433
Fergus County,Montana,39,0.6410256410256411,0.0,0,0.3837,2858,1684,2403,385,0.1409,0.8772,0.3548,0.091,47.44789,-109.56663
Ferry County,Washington,308,0.7727272727272727,0.012987012987012988,2,0.7159,2107,1878,2249,187,0.6481,0.749,0.6443,0.5905,48.64600335617797,-118.5213233111258
Fillmore County,Nebraska,4,1.0,0.0,0,0.0083,1326,803,716,59,0.1409,0.0776,0.0067,0.0385,40.60046,-97.73059
Finney County,Kansas,1,1.0,0.0,0,0.8966,4324,4919,8403,816,0.9224,0.895,0.8346,0.7366,37.973636,-100.839343
Flathead County,Montana,277,0.8158844765342961,0.0,1,0.2094,21614,12089,20187,1540,0.2444,0.3929,0.3108,0.0776,48.3137,-114.4256
Fort Bend County,Texas,1,0.0,0.0,0,0.4515,97857,60472,104651,7677,0.959,0.2393,0.3824,0.5431,29.803839,-95.626016
Foster County,North Dakota,5,1.0,0.0,0,0.0127,803,365,508,68,0.0675,0.1149,0.007,0.0716,47.218505,-98.858306
Franklin County,Arkansas,10,0.9,0.0,0,0.6198,3420,4095,5720,378,0.3446,0.5317,0.6688,0.6678,35.616826,-93.83177
Franklin County,Idaho,14,0.6428571428571429,0.0,0,0.1101,2039,1945,2657,85,0.2879,0.0627,0.3035,0.1002,41.9249,-111.85915
Franklin County,Missouri,2,1.0,0.0,0,0.1066,19098,14836,16775,1673,0.2536,0.0964,0.2851,0.07,38.42620539537393,-90.81286649727396
Franklin County,Texas,4,0.0,0.0,0,0.3821,2304,1693,1202,70,0.5797,0.0964,0.3863,0.7999,32.942628,-95.174482
Franklin County,Washington,132,0.6287878787878788,0.0,0,0.9147,9453,11154,23334,1215,0.9243,0.7833,0.8909,0.8715,46.1715,-118.9588
Freestone County,Texas,2,0.0,0.0,0,0.8088,3893,3603,4652,224,0.7321,0.6917,0.6297,0.9418,31.638874,-96.322942
Fremont County,Colorado,36,0.8888888888888888,0.0,0,0.6688,10751,7675,9833,915,0.5542,0.8511,0.5889,0.4286,38.5065,-105.0326
Fremont County,Idaho,33,0.7878787878787878,0.06060606060606061,1,0.5504,2400,2348,2529,92,0.4658,0.4333,0.475,0.8002,44.68334,-111.5496
Fremont County,Iowa,1,0.0,0.0,0,0.0146,1498,938,1209,72,0.1508,0.0124,0.0337,0.1896,40.78674451081241,-95.5380559662528
Fremont County,Wyoming,196,0.7295918367346939,0.0,0,0.7642,7548,5722,9026,763,0.6793,0.8193,0.7582,0.4442,43.1004,-108.3833
Fresno County,California,299,0.6923076923076923,0.020066889632107024,0,0.9618,125708,128292,304890,23481,0.9685,0.875,0.943,0.8772,37.056012901920006,-119.42126655500036
Fulton County,Arkansas,1,1.0,0.0,0,0.6535,3110,2844,4796,257,0.1572,0.6262,0.72,0.7,36.42415714983777,-91.65287225425844
Gallatin County,Montana,60,0.9,0.0,0,0.0783,15582,10916,21064,1254,0.2984,0.4693,0.2129,0.0013,45.53093,-111.135
Galveston County,Texas,1,1.0,0.0,0,0.7378,52288,44798,63091,7321,0.8304,0.6551,0.7028,0.6172,29.383987300000015,-95.04014080000002
Garfield County,Colorado,151,0.7748344370860927,0.033112582781456956,0,0.6058,8419,5534,8799,1018,0.7191,0.6634,0.5002,0.5247,39.595117,-107.578533
Garfield County,Montana,41,0.21951219512195122,0.0,0,0.0652,232,100,209,3,0.0025,0.1648,0.1915,0.0496,47.00394,-106.544
Garfield County,Oklahoma,2,0.5,0.0,0,0.7706,10286,10702,14173,981,0.6402,0.5517,0.6783,0.9303,36.37599739124507,-97.55928517024655
Garfield County,Utah,71,0.8169014084507042,0.0,2,0.3423,1174,733,1122,48,0.3446,0.251,0.4617,0.364,37.674167,-112.196944
Garfield County,Washington,40,0.575,0.025,0,0.2456,643,550,356,12,0.328,0.2685,0.1702,0.6007,46.342667,-117.68045
Garland County,Arkansas,8,0.625,0.0,0,0.8661,24045,21903,26009,2685,0.5161,0.8326,0.713,0.9723,34.628406,-93.125522
Garvin County,Oklahoma,33,0.48484848484848486,0.0,0,0.546,4633,4181,6973,392,0.6328,0.1931,0.5336,0.8689,34.635,-97.2475
Gem County,Idaho,38,0.34210526315789475,0.05263157894736842,1,0.6153,4273,3530,3137,348,0.4356,0.5657,0.3054,0.9815,43.8396,-116.6142
Gila County,Arizona,929,0.6846071044133477,0.005382131324004306,12,0.847,15793,11069,15986,1558,0.7668,0.8352,0.8466,0.6131,34.09579,-110.7393
Gillespie County,Texas,7,0.42857142857142855,0.0,0,0.6392,7810,3903,3807,610,0.636,0.6513,0.5472,0.6379,30.38936954329148,-98.8159411898338
Gilliam County,Oregon,16,0.25,0.1875,0,0.5282,619,325,453,62,0.4569,0.5301,0.6357,0.2867,45.5722,-120.3936
Gilpin County,Colorado,68,0.9558823529411765,0.029411764705882353,0,0.0967,934,695,820,147,0.4416,0.2727,0.2491,0.0064,39.9818343072007,-105.7116131033431
Glacier County,Montana,143,0.9020979020979021,0.0,0,0.9752,1715,2049,5842,233,0.9634,0.9529,0.9583,0.8403,48.8030556,-112.8494444
Glenn County,California,131,0.8702290076335878,0.007633587786259542,0,0.8622,4835,3599,7358,347,0.8734,0.5937,0.945,0.6443,39.849034921940174,-122.20065061919016
Golden Valley County,Montana,11,0.45454545454545453,0.0,0,0.1451,228,160,196,8,0.4165,0.1304,0.2886,0.0916,46.1184,-108.906
Golden Valley County,North Dakota,6,0.3333333333333333,0.0,0,0.1982,411,343,354,38,0.4117,0.2711,0.1024,0.5164,46.651546,-104.132705
Goliad County,Texas,1,0.0,0.0,0,0.5243,1696,1117,1496,234,0.8066,0.3198,0.5033,0.574,28.67991,-97.359141
Gonzales County,Texas,2,0.0,0.0,0,0.9087,3336,3181,4669,612,0.9195,0.8956,0.6567,0.978,29.758761,-97.280477
Goodhue County,Minnesota,1,0.0,0.0,0,0.1645,9508,4743,6662,1291,0.2733,0.4979,0.1266,0.1196,44.50667245656055,-92.5600232452375
Gooding County,Idaho,61,0.4426229508196721,0.0,0,0.8059,2748,2528,3744,302,0.7165,0.6408,0.7477,0.8686,42.55642,-115.2786
Goshen County,Wyoming,9,0.2222222222222222,0.1111111111111111,0,0.2918,2871,2073,1976,238,0.4445,0.5348,0.2214,0.2485,42.072314,-104.187474
Grady County,Oklahoma,4,0.5,0.25,0,0.434,9137,9781,9753,811,0.5326,0.4983,0.3637,0.4368,34.893333,-97.87
Graham County,Arizona,442,0.6719457013574661,0.0,2,0.8486,5401,4580,9131,594,0.8702,0.9513,0.7,0.6596,33.078056,-109.88
Grand County,Colorado,55,0.9636363636363636,0.0,0,0.1565,3036,1049,2241,154,0.4932,0.2456,0.3891,0.0089,40.154367,-106.417883
Grand County,Utah,171,0.8654970760233918,0.005847953216374269,2,0.4582,1910,1174,2205,90,0.5218,0.5597,0.433,0.3331,38.7,-109.666667
Grand Forks County,North Dakota,1,1.0,0.0,0,0.3198,9859,6628,14997,1753,0.4839,0.8654,0.2867,0.0191,47.97878,-97.395601
Granite County,Montana,136,0.7720588235294118,0.0,0,0.2246,1035,584,846,41,0.1225,0.2421,0.4871,0.0792,46.91689,-113.4345
Grant County,Kansas,2,0.0,0.0,0,0.3363,937,468,738,43,0.8804,0.2332,0.3646,0.2208,37.572977,-101.318466
Grant County,Minnesota,4,1.0,0.0,0,0.1998,1425,923,1273,107,0.1339,0.1861,0.2323,0.4951,46.1828,-96.0782
Grant County,New Mexico,213,0.6995305164319249,0.004694835680751174,3,0.7404,7952,6170,9025,455,0.889,0.6106,0.6707,0.6936,32.9125,-108.225833
Grant County,North Dakota,2,0.0,0.0,0,0.2097,679,300,570,40,0.2109,0.3535,0.1973,0.3124,46.357921,-101.466054
Grant County,Oregon,280,0.7678571428571429,0.03214285714285714,2,0.5784,2243,1636,1708,117,0.342,0.4222,0.7343,0.5326,44.3906,-119.0427
Grant County,South Dakota,6,1.0,0.0,0,0.231,1730,1117,1060,162,0.1985,0.5393,0.146,0.3226,45.147568,-96.616902
Grant County,Washington,127,0.48031496062992124,0.023622047244094488,0,0.931,14045,13410,24480,1592,0.8657,0.9271,0.8323,0.889,46.9126696,-119.3237559
Gray County,Texas,6,0.5,0.0,0,0.8645,3430,2608,5606,259,0.7684,0.5593,0.9268,0.8346,35.391165,-100.97
Grays Harbor County,Washington,106,0.7735849056603774,0.0,0,0.8215,16886,15348,16925,1616,0.5654,0.8988,0.6694,0.8409,47.1054,-123.4481
Grayson County,Texas,3,1.0,0.0,0,0.6888,24528,18788,26497,1980,0.6249,0.588,0.5905,0.7989,33.757069,-96.807464
Greene County,Arkansas,1,1.0,0.0,0,0.6917,7429,9099,12858,878,0.2692,0.5654,0.7932,0.6898,36.2118,-90.48664
Greene County,Missouri,1,1.0,0.0,0,0.5317,50162,44084,71911,9335,0.4085,0.8272,0.5835,0.1034,37.237856399999984,-93.1632533
Greenlee County,Arizona,212,0.6556603773584906,0.0,2,0.3598,1299,1184,1560,88,0.8934,0.4407,0.0974,0.6726,33.5482,-109.387383
Gregg County,Texas,12,0.3333333333333333,0.0,0,0.8731,19479,15937,30758,2444,0.8212,0.8565,0.7677,0.8444,32.469709,-94.748238
Grimes County,Texas,16,0.5,0.0,0,0.8676,5362,3754,6402,313,0.8008,0.7836,0.8377,0.7786,30.5775,-95.856667
Guadalupe County,New Mexico,12,0.3333333333333333,0.0,0,0.8791,859,763,1253,51,0.9889,0.7976,0.8221,0.7766,34.158806,-105.156722
Gunnison County,Colorado,31,0.7741935483870968,0.0,1,0.1222,2381,1246,2578,160,0.4273,0.5997,0.2116,0.0022,38.534217,-107.157783
Haakon County,South Dakota,1,1.0,0.0,0,0.2389,468,267,377,63,0.2733,0.6618,0.1104,0.2695,44.0823419,-102.1529838
Hale County,Texas,2,0.0,0.0,0,0.9332,4513,3760,9712,412,0.9532,0.7744,0.9176,0.8921,34.18139219719309,-101.72862891519762
Hall County,Nebraska,2,0.5,0.0,0,0.7343,9670,7989,14593,1285,0.7378,0.496,0.6487,0.882,40.9314623,-98.4545987
Hall County,Texas,2,0.0,0.0,0,0.8689,641,494,904,38,0.8438,0.2969,0.8527,0.9943,34.818954,-100.593297
Hamilton County,Nebraska,3,1.0,0.0,0,0.0229,1909,1013,1164,67,0.1276,0.0105,0.0433,0.3471,40.793,-97.921
Hamlin County,South Dakota,1,1.0,0.0,0,0.1336,885,393,853,37,0.2109,0.1845,0.1114,0.4174,44.51274,-97.08023
Hand County,South Dakota,1,1.0,0.0,0,0.048,777,451,452,59,0.1753,0.2526,0.013,0.1591,44.576,-98.728
Hansford County,Texas,2,1.0,0.0,0,0.4836,718,617,1104,82,0.8781,0.1839,0.6036,0.3859,36.33919774456038,-101.16596229350006
Hardeman County,Texas,1,1.0,0.0,0,0.4222,709,756,742,54,0.735,0.0668,0.3952,0.874,34.51176741414906,-99.56304851219872
Hardin County,Texas,7,0.0,0.0,0,0.6465,9751,10433,11971,992,0.4537,0.5256,0.5285,0.9017,30.335833,-94.336944
Harding County,New Mexico,4,0.0,0.0,0,0.6615,163,123,219,22,0.8988,0.5485,0.5485,0.6742,36.480446,-103.912881
Harding County,South Dakota,6,0.5,0.0,0,0.0264,223,96,134,8,0.4314,0.4865,0.0035,0.0054,45.559,-103.1648
Harney County,Oregon,175,0.6285714285714286,0.017142857142857144,0,0.8034,1912,1620,2080,198,0.4273,0.9892,0.5737,0.7232,43.6066,-119.2265
Harper County,Oklahoma,1,0.0,0.0,0,0.4028,615,582,793,21,0.6487,0.146,0.3089,0.8489,36.58916035142137,-99.62329375007722
Harris County,Texas,3,0.6666666666666666,0.0,0,0.9201,521651,470738,1200055,112614,0.9672,0.7089,0.965,0.7458,30.003065,-95.508501
Harrison County,Texas,20,0.1,0.0,0,0.9036,11729,11927,17096,1606,0.7646,0.8008,0.7983,0.9602,32.6557,-94.1101
